,Splicing Gene,phenotype,Expression Gene,Pearson R,event_id,modality,gene_name,Correlation Direction
28662,BRD8-event2,iPSC,ENSG00000004142,-0.526451498738,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,POLDIP2,(-) Negative
28668,BRD8-event2,iPSC,ENSG00000004766,-0.527198263939,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,CCDC132,(-) Negative
28679,BRD8-event2,iPSC,ENSG00000005022,0.580128206547,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC25A5,(+) Positive
28681,BRD8-event2,iPSC,ENSG00000005075,0.501476277876,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,POLR2J,(+) Positive
28693,BRD8-event2,iPSC,ENSG00000005339,0.54924179556,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,CREBBP,(+) Positive
28717,BRD8-event2,iPSC,ENSG00000006327,-0.681059077254,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,TNFRSF12A,(-) Negative
28763,BRD8-event2,iPSC,ENSG00000008083,0.5986061031,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,JARID2,(+) Positive
28767,BRD8-event2,iPSC,ENSG00000008226,-0.511232060255,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,DLEC1,(-) Negative
28792,BRD8-event2,iPSC,ENSG00000009844,0.559870364744,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,VTA1,(+) Positive
28825,BRD8-event2,iPSC,ENSG00000011260,0.692528262973,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,UTP18,(+) Positive
28858,BRD8-event2,iPSC,ENSG00000013306,0.508686820699,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC25A39,(+) Positive
28878,BRD8-event2,iPSC,ENSG00000015475,-0.507567709103,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,BID,(-) Negative
28961,BRD8-event2,iPSC,ENSG00000029364,0.653468025089,exon:chr5:137500009-137500102:-@exon:chr5:137499776-137499822:-@exon:chr5:137498819-137499033:-,bimodal,SLC39A9,(+) Positive
